AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
State,Idaho,All,2016-17,8,6.4,5,14,296,> 100%
State,Idaho,All,2016-17,9,7.9,5,18,290,> 100%
State,Idaho,All,2016-17,10,6.7,7,11,268,> 100%
State,Idaho,All,2016-17,11,5.2,0,13,249,99.4%
State,Idaho,All,2016-17,12,5.3,2,15,318,> 100%
State,Idaho,All,2016-17,13,4.7,0,12,258,> 100%
State,Idaho,All,2016-17,14,2.7,0,7,264,> 100%
State,Idaho,All,2016-17,15,6.3,1,17,284,> 100%
State,Idaho,All,2016-17,16,4.5,0,12,265,> 100%
State,Idaho,All,2016-17,17,5.4,0,14,260,> 100%
State,Idaho,All,2016-17,18,7.3,0,20,275,> 100%
State,Idaho,All,2016-17,19,7.1,0,17,241,96.2%
State,Idaho,All,2016-17,20,4.4,0,12,272,> 100%
State,Idaho,All,2016-17,21,4.7,0,12,254,> 100%
State,Idaho,All,2016-17,22,6.1,0,16,261,> 100%
State,Idaho,All,2016-17,23,4,0,10,248,99%
State,Idaho,All,2016-17,24,6.3,0,17,272,> 100%
State,Idaho,All,2016-17,25,6.6,0,17,257,> 100%
State,Idaho,All,2016-17,26,5.2,0,13,248,99%
State,Idaho,All,2016-17,27,2.8,0,7,249,99.4%
State,Idaho,All,2016-17,28,7.3,0,20,273,> 100%
State,Idaho,All,2016-17,29,3.7,0,9,244,97.4%
State,Idaho,All,2016-17,30,5,0,12,242,96.6%
State,Idaho,All,2016-17,31,5.8,0,14,240,95.8%
State,Idaho,All,2016-17,32,3.6,0,9,251,> 100%
State,Idaho,All,2016-17,33,4,0,10,253,> 100%
State,Idaho,All,2016-17,34,3.8,0,10,261,> 100%
State,Idaho,All,2016-17,35,2.4,0,6,250,99.8%
State,Idaho,All,2016-17,36,3.3,0,8,244,97.4%
State,Idaho,All,2016-17,37,4.5,0,11,245,97.8%
State,Idaho,All,2016-17,38,3.5,0,10,283,> 100%
State,Idaho,All,2016-17,39,4.1,1,10,270,> 100%
State,Idaho,All,2017-18,40,3.9,0,10,257,> 100%
State,Idaho,All,2017-18,41,4.9,0,13,264,> 100%
State,Idaho,All,2017-18,42,4.1,1,11,294,> 100%
State,Idaho,All,2017-18,43,5.4,0,15,278,> 100%
State,Idaho,All,2017-18,44,6.5,0,18,276,> 100%
State,Idaho,All,2017-18,45,4.5,2,10,266,> 100%
State,Idaho,All,2017-18,46,8.1,1,20,258,> 100%
State,Idaho,All,2017-18,47,5.8,0,14,240,95.8%
State,Idaho,All,2017-18,48,5.5,0,15,273,> 100%
State,Idaho,All,2017-18,49,5.6,4,11,269,> 100%
State,Idaho,All,2017-18,50,6.1,0,17,280,> 100%
State,Idaho,All,2017-18,51,9.4,7,21,299,> 100%
State,Idaho,All,2017-18,52,6.1,5,12,277,> 100%
State,Idaho,All,2017-18,1,9.6,16,15,323,> 100%
State,Idaho,All,2017-18,2,8.3,14,12,313,> 100%
State,Idaho,All,2017-18,3,11.9,6,26,269,> 100%
State,Idaho,All,2017-18,4,6.5,3,16,293,> 100%
State,Idaho,All,2017-18,5,8.8,10,16,296,> 100%
State,Idaho,All,2017-18,6,10,8,21,289,> 100%
State,Idaho,All,2017-18,7,8.4,7,19,308,> 100%
State,Idaho,All,2017-18,8,6.7,2,17,284,> 100%
State,Idaho,All,2017-18,9,7.7,1,21,284,> 100%
State,Idaho,All,2017-18,10,7.2,4,18,304,> 100%
State,Idaho,All,2017-18,11,6.3,4,13,269,> 100%
State,Idaho,All,2017-18,12,6.5,6,14,309,> 100%
State,Idaho,All,2017-18,13,4.4,3,9,270,> 100%
State,Idaho,All,2017-18,14,5,1,14,302,> 100%
State,Idaho,All,2017-18,15,6.9,3,17,288,> 100%
State,Idaho,All,2017-18,16,4.7,0,13,276,> 100%
State,Idaho,All,2017-18,17,6.2,1,15,260,> 100%
State,Idaho,All,2017-18,18,4.6,1,11,262,> 100%
State,Idaho,All,2017-18,19,5.6,0,15,268,> 100%
State,Idaho,All,2017-18,20,7.5,0,20,266,> 100%
State,Idaho,All,2017-18,21,4.7,1,11,254,> 100%
State,Idaho,All,2017-18,22,4.4,0,12,275,> 100%
State,Idaho,All,2017-18,23,5.1,2,12,273,> 100%
State,Idaho,All,2017-18,24,5.8,0,15,257,> 100%
State,Idaho,All,2017-18,25,2.5,0,7,279,> 100%
State,Idaho,All,2017-18,26,4.9,1,11,245,97.8%
State,Idaho,All,2017-18,27,3,0,8,270,> 100%
State,Idaho,All,2017-18,28,3.5,0,9,260,> 100%
State,Idaho,All,2017-18,29,1.6,0,4,246,98.2%
State,Idaho,All,2017-18,30,2.7,0,7,258,> 100%
State,Idaho,All,2017-18,31,2,0,5,252,> 100%
State,Idaho,All,2017-18,32,2.7,0,8,296,> 100%
State,Idaho,All,2017-18,33,1.2,0,3,242,96.6%
State,Idaho,All,2017-18,34,2.8,0,7,254,> 100%
State,Idaho,All,2017-18,35,2.8,0,7,254,> 100%
State,Idaho,All,2017-18,36,2.7,0,7,261,> 100%
State,Idaho,All,2017-18,37,2.3,0,6,261,> 100%
State,Idaho,All,2017-18,38,4,0,12,302,> 100%
State,Idaho,All,2017-18,39,5.1,0,14,275,> 100%
State,Idaho,All,2018-19,40,1.1,0,3,268,> 100%
State,Idaho,All,2018-19,41,3.3,0,8,246,98.2%
State,Idaho,All,2018-19,42,4.5,0,12,267,> 100%
State,Idaho,All,2018-19,43,5,0,14,281,> 100%
State,Idaho,All,2018-19,44,3.6,1,7,223,89%
State,Idaho,All,2018-19,45,4.3,0,12,277,> 100%
State,Idaho,All,2018-19,46,4.5,1,11,267,> 100%
State,Idaho,All,2018-19,47,5.8,0,15,259,> 100%
State,Idaho,All,2018-19,48,4.4,0,12,271,> 100%
State,Idaho,All,2018-19,49,7.4,0,19,257,> 100%
State,Idaho,All,2018-19,50,3.6,0,11,305,> 100%
State,Idaho,All,2018-19,51,4,0,11,276,> 100%
State,Idaho,All,2018-19,52,6.4,1,17,283,> 100%
State,Idaho,All,2018-19,1,4.4,0,12,273,> 100%
State,Idaho,All,2018-19,2,6.5,2,17,294,> 100%
State,Idaho,All,2018-19,3,6.1,2,12,231,92.2%
State,Idaho,All,2018-19,4,2.1,1,5,287,> 100%
State,Idaho,All,2018-19,5,6.1,1,16,278,> 100%
State,Idaho,All,2018-19,6,8.2,7,16,280,> 100%
State,Idaho,All,2018-19,7,8.7,10,20,346,> 100%
State,Idaho,All,2018-19,8,7.8,3,21,306,> 100%
State,Idaho,All,2018-19,9,7.8,4,21,319,> 100%
State,Idaho,All,2018-19,10,9.3,3,26,312,> 100%
State,Idaho,All,2018-19,11,5.8,4,13,294,> 100%
State,Idaho,All,2018-19,12,8.5,8,16,281,> 100%
State,Idaho,All,2018-19,13,9.5,6,19,262,> 100%
State,Idaho,All,2018-19,14,6.3,4,15,301,> 100%
State,Idaho,All,2018-19,15,3.4,1,9,297,> 100%
State,Idaho,All,2018-19,16,4.6,1,13,307,> 100%
State,Idaho,All,2018-19,17,4.6,0,12,263,> 100%
State,Idaho,All,2018-19,18,5.5,0,14,256,> 100%
State,Idaho,All,2018-19,19,3.6,1,9,275,> 100%
State,Idaho,All,2018-19,20,4.9,2,12,284,> 100%
State,Idaho,All,2018-19,21,1.4,0,4,291,> 100%
State,Idaho,All,2018-19,22,2.7,0,8,297,> 100%
State,Idaho,All,2018-19,23,4.9,1,13,283,> 100%
State,Idaho,All,2018-19,24,5.8,1,15,276,> 100%
State,Idaho,All,2018-19,25,4.1,1,10,268,> 100%
State,Idaho,All,2018-19,26,3.7,0,10,269,> 100%
State,Idaho,All,2018-19,27,1.2,0,3,254,> 100%
State,Idaho,All,2018-19,28,2.9,0,7,239,95.4%
State,Idaho,All,2018-19,29,4.7,0,12,253,> 100%
State,Idaho,All,2018-19,30,2.4,0,6,247,98.6%
State,Idaho,All,2018-19,31,3.4,0,9,261,> 100%
State,Idaho,All,2018-19,32,3.3,0,8,242,96.6%
State,Idaho,All,2018-19,33,5.4,0,13,239,95.4%
State,Idaho,All,2018-19,34,3.6,0,9,250,99.8%
State,Idaho,All,2018-19,35,4.3,0,12,276,> 100%
State,Idaho,All,2018-19,36,4.5,0,12,269,> 100%
State,Idaho,All,2018-19,37,2.7,0,7,257,> 100%
State,Idaho,All,2018-19,38,4.2,0,11,265,> 100%
State,Idaho,All,2018-19,39,2.9,0,8,275,> 100%
State,Idaho,All,2019-20,40,3.3,0,9,270,> 100%
State,Idaho,All,2019-20,41,3.4,0,9,261,> 100%
State,Idaho,All,2019-20,42,2.9,0,8,277,> 100%
State,Idaho,All,2019-20,43,7.9,0,21,267,> 100%
State,Idaho,All,2019-20,44,1.7,0,5,303,> 100%
State,Idaho,All,2019-20,45,3.1,0,9,288,> 100%
State,Idaho,All,2019-20,46,4.5,0,13,292,> 100%
State,Idaho,All,2019-20,47,5.3,0,13,243,97%
State,Idaho,All,2019-20,48,3.6,0,10,279,> 100%
State,Idaho,All,2019-20,49,7.1,2,17,267,> 100%
State,Idaho,All,2019-20,50,3.9,1,10,285,> 100%
State,Idaho,All,2019-20,51,5.8,4,14,309,> 100%
State,Idaho,All,2019-20,52,6.2,3,15,292,> 100%
State,Idaho,All,2019-20,1,7.5,2,19,279,> 100%
State,Idaho,All,2019-20,2,6.6,3,16,288,> 100%
State,Idaho,All,2019-20,3,5.8,1,16,292,> 100%
State,Idaho,All,2019-20,4,6.3,1,16,272,> 100%
State,Idaho,All,2019-20,5,5.1,1,12,253,> 100%
State,Idaho,All,2019-20,6,6.7,2,17,285,> 100%
State,Idaho,All,2019-20,7,4.9,2,12,283,> 100%
State,Idaho,All,2019-20,8,6.8,4,18,323,> 100%
State,Idaho,All,2019-20,9,7.2,3,18,290,> 100%
State,Idaho,All,2019-20,10,7.1,3,16,268,> 100%
State,Idaho,All,2019-20,11,8,3,20,287,> 100%
State,Idaho,All,2019-20,12,8.4,4,22,308,> 100%
State,Idaho,All,2019-20,13,4.2,1,13,334,> 100%
State,Idaho,All,2019-20,14,7,2,17,271,> 100%
State,Idaho,All,2019-20,15,5.6,0,17,302,> 100%
State,Idaho,All,2019-20,16,4.5,0,11,245,97.8%
State,Idaho,All,2019-20,17,6.4,0,7,110,43.9%
